di3,di2,di1,di0,format,length,unit,read,write,name
1,17,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)A相组合无功1最大需量及发生时间
1,18,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)A相组合无功2最大需量及发生时间
1,19,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)A相第一象限无功最大需量及发生时间
1,1A,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)A相第二象限无功最大需量及发生时间
1,1B,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)A相第三象限无功最大需量及发生时间
1,1C,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)A相第四象限无功最大需量及发生时间
1,1D,0,C,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(上12结算日)A相正向视在最大需量及发生时间
1,1E,0,C,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(上12结算日)A相反向视在最大需量及发生时间
1,29,0,C,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(上12结算日)B相正向有功最大需量及发生时间
1,2A,0,C,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(上12结算日)B相反向有功最大需量及发生时间
1,2B,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)B相组合无功1最大需量及发生时间
1,2C,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)B相组合无功2最大需量及发生时间
1,2D,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)B相第一象限无功最大需量及发生时间
1,2E,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)B相第二象限无功最大需量及发生时间
1,2F,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)B相第三象限无功最大需量及发生时间
1,30,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)B相第四象限无功最大需量及发生时间
1,31,0,C,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(上12结算日)B相正向视在最大需量及发生时间
1,32,0,C,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(上12结算日)B相反向视在最大需量及发生时间
1,3D,0,C,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(上12结算日)C相正向有功最大需量及发生时间
1,3E,0,C,XX.XXXX|YYMMDDhhmm,8,kW,TRUE,FALSE,(上12结算日)C相反向有功最大需量及发生时间
1,3F,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)C相组合无功1最大需量及发生时间
1,40,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)C相组合无功2最大需量及发生时间
1,41,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)C相第一象限无功最大需量及发生时间
1,42,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)C相第二象限无功最大需量及发生时间
1,43,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)C相第三象限无功最大需量及发生时间
1,44,0,C,XX.XXXX|YYMMDDhhmm,8,kvar,TRUE,FALSE,(上12结算日)C相第四象限无功最大需量及发生时间
1,45,0,C,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(上12结算日)C相正向视在最大需量及发生时间
1,46,0,C,XX.XXXX|YYMMDDhhmm,8,kVA,TRUE,FALSE,(上12结算日)C相反向视在最大需量及发生时间
2,1,1,0,XXX.X,2,V,TRUE,FALSE,A相电压
2,1,2,0,XXX.X,2,V,TRUE,FALSE,B相电压
2,1,3,0,XXX.X,2,V,TRUE,FALSE,C相电压
2,2,1,0,XXX.XXX,3,A,TRUE,FALSE,A相电流
2,2,2,0,XXX.XXX,3,A,TRUE,FALSE,B相电流
2,2,3,0,XXX.XXX,3,A,TRUE,FALSE,C相电流
2,3,0,0,XXX.XXX,3,kW,TRUE,FALSE,瞬时总有功功率
2,3,1,0,XXX.XXX,3,kW,TRUE,FALSE,瞬时A相有功功率
2,3,2,0,XXX.XXX,3,kW,TRUE,FALSE,瞬时B相有功功率
2,3,3,0,XXX.XXX,3,kW,TRUE,FALSE,瞬时C相有功功率
2,4,0,0,XXX.XXX,3,kvar ,TRUE,FALSE,瞬时总无功功率
2,4,1,0,XXX.XXX,3,kvar ,TRUE,FALSE,瞬时A相无功功率
2,4,2,0,XXX.XXX,3,kvar ,TRUE,FALSE,瞬时B相无功功率
2,4,3,0,XXX.XXX,3,kvar ,TRUE,FALSE,瞬时C相无功功率
2,5,0,0,XXX.XXX,3,kVA,TRUE,FALSE,瞬时总视在功率
2,5,1,0,XXX.XXX,3,kVA,TRUE,FALSE,瞬时A相视在功率
2,5,2,0,XXX.XXX,3,kVA,TRUE,FALSE,瞬时B相视在功率
2,5,3,0,XXX.XXX,3,kVA,TRUE,FALSE,瞬时C相视在功率
2,6,0,0,X.XXX,2,kVA,TRUE,FALSE,总功率因数
2,6,1,0,X.XXX,2,kVA,TRUE,FALSE,A相功率因数
2,6,2,0,X.XXX,2,kVA,TRUE,FALSE,B相功率因数
2,6,3,0,X.XXX,2,kVA,TRUE,FALSE,C相功率因数
2,7,1,0,X.XXX,2,°,TRUE,FALSE,A相相角
2,7,2,0,X.XXX,2,°,TRUE,FALSE,B相相角
2,7,3,0,X.XXX,2,°,TRUE,FALSE,C相相角
2,8,1,0,X.XXX,2,% ,TRUE,FALSE,A相电压波形失真度
2,8,2,0,X.XXX,2,% ,TRUE,FALSE,B相电压波形失真度
2,8,3,0,X.XXX,2,% ,TRUE,FALSE,C相电压波形失真度
2,9,1,0,X.XXX,2,% ,TRUE,FALSE,A相电流波形失真度
2,9,2,0,X.XXX,2,% ,TRUE,FALSE,B相电流波形失真度
2,9,3,0,X.XXX,2,% ,TRUE,FALSE,C相电流波形失真度
2,A,1,0,X.XXX,2,% ,TRUE,FALSE,A相电压1次谐波含量
2,A,2,0,X.XXX,2,% ,TRUE,FALSE,B相电压1次谐波含量
2,A,3,0,X.XXX,2,% ,TRUE,FALSE,C相电压1次谐波含量
2,B,1,0,X.XXX,2,% ,TRUE,FALSE,A相电流1次谐波含量
2,B,2,0,X.XXX,2,% ,TRUE,FALSE,B相电流1次谐波含量
2,B,3,0,X.XXX,2,% ,TRUE,FALSE,C相电流1次谐波含量
2,80,0,1,XXX.XXX,3,A,TRUE,FALSE,零线电流
2,80,0,2,XX.XX,2,Hz,TRUE,FALSE,电网频率
2,80,0,3,XX.XXXX,3,kW,TRUE,FALSE,一分钟有功总平均功率
2,80,0,4,XX.XXXX,3,kW,TRUE,FALSE,当前有功需量
2,80,0,5,XX.XXXX,3,kvar,TRUE,FALSE,当前无功需量
2,80,0,6,XX.XXXX,3,kVA,TRUE,FALSE,当前视在需量
2,80,0,7,XXX.X,2,℃,TRUE,FALSE,表内温度
2,80,0,8,XX.XX,2,V,TRUE,FALSE,时钟电池电压(内部)
2,80,0,9,XX.XX,2,V,TRUE,FALSE,停电抄表电池电压(外部)
2,80,0,0A,XXXXXXXX,4,分,TRUE,FALSE,内部电池工作时间
2,80,0,0B,XXXX.XXXX,4,元/kWh,TRUE,FALSE,当前阶梯电价
4,0,1,1,YYMMDDWW,4,年月日星期,TRUE,TRUE,日期及星期(其中0代表星期天)
4,0,1,2,hhmmss,3,时分秒,TRUE,TRUE,时间
4,0,1,3,NN,1,分,TRUE,TRUE,最大需量周期
4,0,1,4,NN,1,分,TRUE,TRUE,滑差时间
4,0,1,5,XXXX,2,毫秒,TRUE,TRUE,校表脉冲宽度
4,0,1,6,YYMMDDhhmm,5,年月日时分,TRUE,TRUE,两套时区表切换时间
4,0,1,7,YYMMDDhhmm,5,年月日时分,TRUE,TRUE,两套日时段表切换时间
4,0,1,8,YYMMDDhhmm,5,年月日时分,TRUE,TRUE,两套费率电价切换时间
4,0,1,9,YYMMDDhhmm,5,年月日时分,TRUE,TRUE,两套阶梯切换时间
4,0,2,1,NN,1,个,TRUE,TRUE,年时区数p≤14
4,0,2,2,NN,1,个,TRUE,TRUE,日时段表数q≤8
4,0,2,3,NN,1,个,TRUE,TRUE,日时段数(每日切换数)m≤14
4,0,2,4,NN,1,个,TRUE,TRUE,费率数k≤63
4,0,2,5,NNNN,2,个,TRUE,TRUE,公共假日数n≤254
4,0,2,6,NN,1,次,TRUE,TRUE,谐波分析次数
4,0,2,7,NN,1,次,TRUE,TRUE,阶梯数
4,0,3,1,NN,1,个,TRUE,TRUE,自动循环显示屏数
4,0,3,2,NN,1,秒,TRUE,TRUE,每屏显示时间
4,0,3,3,NN,1,位,TRUE,TRUE,显示电能小数位数
4,0,3,4,NN,1,位,TRUE,TRUE,显示功率(最大需量)小数位数
4,0,3,5,NN,1,个,TRUE,TRUE,按键循环显示屏数
4,0,3,6,NNNNNN,3,,TRUE,TRUE,电流互感器变比
4,0,3,7,NNNNNN,3,,TRUE,TRUE,电压互感器变比
4,0,4,1,NNNNNNNNNNNN,6,,TRUE,TRUE,通信地址
4,0,4,2,NNNNNNNNNNNN,6,,TRUE,TRUE,表号
4,0,4,3,NN...NN,32,,TRUE,TRUE,资产管理编码(ASCII码)
4,0,4,4,XXXXXXXXXXXX,6,,TRUE,FALSE,额定电压(ASCII码)
4,0,4,5,XXXXXXXXXXXX,6,,TRUE,FALSE,额定电流/基本电流(ASCII码)
4,0,4,6,XXXXXXXXXXXX,6,,TRUE,FALSE,最大电流(ASCII码)
4,0,4,7,XXXXXXXX,4,,TRUE,FALSE,有功准确度等级(ASCII码)
4,0,4,8,XXXXXXXX,4,,TRUE,FALSE,无功准确度等级(ASCII码)
4,0,4,9,XXXXXX,3,imp/kWh,TRUE,FALSE,电表有功常数
4,0,4,0A,XXXXXX,3,imp/kvarh,TRUE,FALSE,电表无功常数
4,0,4,0B,XX...XX,10,,TRUE,FALSE,电表型号(ASCII码)
4,0,4,0C,XX...XX,10,,TRUE,FALSE,生产日期(ASCII码)
4,0,4,0D,XX...XX,16,,TRUE,FALSE,协议版本号(ASCII码)
4,0,4,0E,NNNNNNNNNNNN,6,,TRUE,FALSE,客户编号
4,0,5,1,XXXX,2,,TRUE,FALSE,电表运行状态字1
4,0,6,1,NN,1,,TRUE,TRUE,有功组合方式特征字
4,0,6,2,NN,1,,TRUE,TRUE,无功组合方式1特征字
4,0,6,3,NN,1,,TRUE,TRUE,无功组合方式2特征字
4,0,7,1,NN,1,,TRUE,TRUE,调制型红外光口通信速率特征字
4,0,7,2,NN,1,,TRUE,TRUE,接触式红外光口通信速率特征字
4,0,7,3,NN,1,,TRUE,TRUE,通信口1通信速率特征字
4,0,7,4,NN,1,,TRUE,TRUE,通信口2通信速率特征字
4,0,7,5,NN,1,,TRUE,TRUE,通信口3通信速率特征字
4,0,8,1,NN,1,,TRUE,TRUE,周休日特征字
4,0,8,2,NN,1,,TRUE,TRUE,周休日采用的日时段表号
4,0,9,1,NN,1,,TRUE,TRUE,负荷记录模式字
4,0,9,2,NN,1,,TRUE,TRUE,定时冻结数据模式字
4,0,9,3,NN,1,,TRUE,TRUE,瞬时冻结数据模式字
4,0,9,4,NN,1,,TRUE,TRUE,约定冻结数据模式字
4,0,9,5,NN,1,,TRUE,TRUE,整点冻结数据模式字
4,0,9,6,NN,1,,TRUE,TRUE,日冻结数据模式字
4,0,A,1,MMDDhhmm,4,,TRUE,TRUE,负荷记录起始时间
4,0,B,1,DDhh,2,,TRUE,TRUE,每月第1结算日
4,0,B,2,DDhh,2,,TRUE,TRUE,每月第2结算日
4,0,B,3,DDhh,2,,TRUE,TRUE,每月第3结算日
4,0,C,1,NNNNNNNN,4,,FALSE,TRUE,0级密码
4,0,D,1,N.NNN,2,,TRUE,TRUE,A相电导系数
4,0,D,2,N.NNN,2,,TRUE,TRUE,A相电纳系数
4,0,D,3,N.NNN,2,,TRUE,TRUE,A相电阻系数
4,0,D,4,N.NNN,2,,TRUE,TRUE,A相电抗系数
4,0,D,5,N.NNN,2,,TRUE,TRUE,B相电导系数
4,0,D,6,N.NNN,2,,TRUE,TRUE,B相电纳系数
4,0,D,7,N.NNN,2,,TRUE,TRUE,B相电阻系数
4,0,D,8,N.NNN,2,,TRUE,TRUE,B相电抗系数
4,0,D,9,N.NNN,2,,TRUE,TRUE,C相电导系数
4,0,D,0A,N.NNN,2,,TRUE,TRUE,C相电纳系数
4,0,D,0B,N.NNN,2,,TRUE,TRUE,C相电阻系数
4,0,D,0C,N.NNN,2,,TRUE,TRUE,C相电抗系数
4,0,E,1,NN.NNNN,3,kW,TRUE,TRUE,正向有功功率上限值
4,0,E,2,NN.NNNN,3,kW,TRUE,TRUE,反向有功功率上限值
4,0,E,3,NNN.N,2,V,TRUE,TRUE,电压上限值
4,0,E,4,NNN.N,2,V,TRUE,TRUE,电压下限值
4,0,F,1,XXXXXX.XX,4,kWh,TRUE,TRUE,报警电量1限值
4,0,F,2,XXXXXX.XX,4,kWh,TRUE,TRUE,报警电量2限值
4,0,F,3,XXXXXX.XX,4,kWh,TRUE,TRUE,囤积电量限值
4,0,F,4,XXXXXX.XX,4,kWh,TRUE,TRUE,透支电量限值
4,0,10,1,XXXXXX.XX,4,元,TRUE,TRUE,报警金额1限值
4,0,10,2,XXXXXX.XX,4,元,TRUE,TRUE,报警金额2限值
4,0,10,3,XXXXXX.XX,4,元,TRUE,TRUE,透支金额限值
4,0,10,4,NNNNNN.NN,4,元,TRUE,TRUE,囤积金额限值
4,0,10,5,NNNNNN.NN,4,元,TRUE,TRUE,合闸允许金额限值
4,0,12,1,YYMMDDhhmm,5,年月日时分,TRUE,TRUE,整点冻结起始时间
4,0,12,2,NN,1,分钟,TRUE,TRUE,整点冻结时间间隔
4,0,12,3,hhmm,2,时分,TRUE,TRUE,日冻结时间
4,0,13,1,NN,1,,TRUE,TRUE,无线通信在线及信号强弱指示
4,0,14,1,NNNN,2,,TRUE,TRUE,跳闸延时时间（NNNN为跳闸前告警时间）
4,80,0,1,NN...NN,32,,TRUE,FALSE,厂家软件版本号(ASCII码)
4,80,0,2,NN...NN,33,,TRUE,FALSE,厂家硬件版本号(ASCII码)
4,80,0,3,NN...NN,34,,TRUE,FALSE,厂家编号(ASCII码)
4,9,1,1,NNN.N,2,V,TRUE,TRUE,失压事件电压触发上限
4,9,1,2,NNN.N,2,V,TRUE,TRUE,失压事件电压恢复下限
4,9,1,3,NN.NNNN,3,A,TRUE,TRUE,失压事件电流触发下限
4,9,1,4,NN,1,秒,TRUE,TRUE,失压事件判定延时时间
4,9,2,1,NNN.N,2,V,TRUE,TRUE,欠压事件电压触发上限
4,9,2,2,NN,1,秒,TRUE,TRUE,欠压事件判定延时时间
4,9,3,1,NNN.N,2,V,TRUE,TRUE,过压事件电压触发下限
4,9,3,2,NN,1,秒,TRUE,TRUE,过压事件判定延时时间
